moviewidwrelease_datewproduction_budgetwdomestic_grossw"worldwide_gross"
Hollyw45wNov 9, 2007w3000000.0w163069.0w163069
The Eclipsew46wMar 26, 2010w3000000.0w133411.0w133411
The Grandw47wMar 21, 2008w3000000.0w115879.0w115879
Sommersturmw48wMar 17, 2006w3000000.0w95204.0w95204
Fort McCoyw49wAug 15, 2014w3000000.0w78948.0w78948
The Gamblerw50wAug 4, 1999w3000000.0w51773.0w101773
Just Lookingw51wOct 13, 2000w3000000.0w39852.0w39852
Before We Gow52wSep 4, 2015w3000000.0w37151.0w483938
The Dividew53wJan 13, 2012w3000000.0w18000.0w156362
Tanner Hallw54wSep 9, 2011w3000000.0w5073.0w5073
My Big Fat Independent Moview55wSep 30, 2005w3000000.0w4655.0w4655
Demonicw56wOct 10, 2017w3000000.0w0.0w4668109
Ã l\'intÃ©rieurw57wApr 15, 2008w3000000.0w0.0w895932
They Came Togetherw58wJun 27, 2014w3000000.0w0.0w82780
Open Roadw59wMay 21, 2013w3000000.0w0.0w47469
Alice in Wonderlandw60wJul 28, 1951w3000000.0w0.0w0
Barry Mundayw61wOct 1, 2010w3000000.0w0.0w0
The Deportedw62wDec 31, 2009w3000000.0w0.0w0
Chicago Overcoatw63wDec 31, 2009w3000000.0w0.0w0
"Never Back Down 2: The Beatdown"w64wSep 13, 2011w3000000.0w0.0w0
AWOL-72w65wDec 31, 2015w3000000.0w0.0w0
30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoow66wJan 15, 2013w3000000.0w0.0w0
Enter the Dangerous Mindw67wFeb 6, 2015w3000000.0w0.0w0
Something Wickedw68wMar 17, 2015w3000000.0w0.0w0
Point Blankw69wSep 18, 1967w3000000.0w0.0w0
Iguanaw70wOct 27, 2014w3000000.0w0.0w0
Four Single Fathersw71wDec 31, 2009w3000000.0w0.0w0
Amnesiacw72wAug 14, 2015w3000000.0w0.0w0
Unnaturalw73wDec 31, 2015w3000000.0w0.0w0
Close Rangew74wDec 11, 2015w3000000.0w0.0w0
The Harvey Girlsw75wJan 18, 1946w2931000.0w4100000.0w4100000
Cinderellaw76wFeb 15, 1950w2900000.0w85000000.0w263591415
Central do Brasilw77wNov 20, 1998w2900000.0w5969553.0w17006158
Pocketful of Miraclesw78wDec 19, 1961w2900000.0w5000000.0w5000000
Boynton Beach Clubw79wMar 24, 2006w2900000.0w3127472.0w3127472
Freakonomicsw80wOct 1, 2010w2900000.0w101270.0w172867
Griff the Invisiblew81wAug 19, 2011w2900000.0w20778.0w25935
Some Like it Hotw82wMar 29, 1959w2883848.0w25000000.0w25019542
High Tensionw83wJun 10, 2005w2850000.0w3681066.0w6435262
Young Frankensteinw84wDec 15, 1974w2800000.0w86300000.0w86300000
The Omenw85wJun 25, 1976w2800000.0w48570885.0w48570885
"Hustle & Flow"w86wJul 22, 2005w2800000.0w22202809.0w23591783
"Friday the 13th Part VII: The New Blood"w87wMay 13, 1988w2800000.0w19170001.0w19170001
Artie Lange's Beer Leaguew88wSep 15, 2006w2800000.0w475000.0w475000
The Wizard of Ozw89wAug 25, 1939w2777000.0w34063405.0w34305476
Diary of the Deadw90wFeb 15, 2008w2750000.0w952620.0w5394447
The Black Stallionw91wOct 17, 1979w2700000.0w37799643.0w37799643
Ulee's Goldw92wJun 13, 1997w2700000.0w9054736.0w15600000
Indivisiblew93wOct 26, 2018w2700000.0w3511417.0w3588305
Lage Raho Munna Bhaiw94wSep 1, 2006w2700000.0w2217561.0w31517561
Sardaar Jiw95wDec 31, 2015w2700000.0w0.0w8200000
Rejsen til Saturnw96wDec 31, 2008w2700000.0w0.0w5377665
Donovan's Reefw97wJun 12, 1963w2686000.0w6600000.0w6600000
Dianew98wJan 12, 1956w2660000.0w0.0w0
The Dressw99wJan 16, 1998w2650000.0w16556.0w16556
A Guy Named Joew100wDec 24, 1943w2627000.0w5363000.0w5363000
Blazing Saddlesw1wFeb 7, 1974w2600000.0w119500000.0w119500000
Friday the 13th Part IV: The Final Chapterw2wApr 13, 1984w2600000.0w32980880.0w32980880
Idaw3wMay 2, 2014w2600000.0w3827060.0w15298355
Mauricew4wJan 1, 1987w2600000.0w3147950.0w3198308
Riding Giantsw5wJul 9, 2004w2600000.0w2276368.0w3292333
Los CronocrÃ­menesw6wDec 12, 2008w2600000.0w39127.0w564474
La Cara Ocultaw7wDec 31, 2011w2600000.0w0.0w7033931
Timber Fallsw8wDec 7, 2007w2600000.0w0.0w71248
Silver Medalistw9wDec 31, 2008w2600000.0w0.0w0
Fat, Sick & Nearly Deadw10wApr 1, 2011w2600000.0w0.0w0
Singin' in the Rainw11wApr 10, 1952w2540000.0w7200000.0w7200000
A Haunted Housew12wJan 11, 2013w2500000.0w40041683.0w59922558
2016: Obamaâs Americaw13wJul 13, 2012w2500000.0w33349941.0w33349941
Kevin Hart: Let Me Explainw14wJul 3, 2013w2500000.0w32244051.0w32327255
Garden Statew15wJul 28, 2004w2500000.0w26782316.0w36028802
That Thing You Do!w16wOct 4, 1996w2500000.0w25857416.0w34557416
"Halloween II"w17wOct 30, 1981w2500000.0w25533818.0w25533818
"Halloween 3: Season of the Witch"w18wOct 22, 1982w2500000.0w14400000.0w14400000
Religulousw19wOct 1, 2008w2500000.0w13011160.0w13881317
Escape from the Planet of the Apesw20wJan 1, 1971w2500000.0w12300000.0w12300000
Hudw21wMay 29, 1963w2500000.0w10000000.0w10000000
"The Spectacular Now"w22wAug 2, 2013w2500000.0w6852971.0w6916951
"My Own Private Idaho"w23wSep 29, 1991w2500000.0w6401336.0w6401336
Before Sunrisew24wJan 27, 1995w2500000.0w5274005.0w5690220
Hunt for the Wilderpeoplew25wJun 24, 2016w2500000.0w5205471.0w23845533
Robot & Frankw26wAug 17, 2012w2500000.0w3317468.0w4934356
Sur Le Seuilw27wOct 3, 2003w2500000.0w2013052.0w2013052
Jesus' Sonw28wJun 16, 2000w2500000.0w1282084.0w1687548
Saving Facew29wMay 27, 2005w2500000.0w1187266.0w1269705
Brick Lanew30wJun 20, 2008w2500000.0w1094998.0w3838486
The Lost Medallion: The Adventures of Billy Stonew31wMar 1, 2013w2500000.0w549632.0w549632
My Life Without Mew32wSep 26, 2003w2500000.0w432360.0w12267275
Marilyn Hotchkiss' Ballroom Dancing and Charm Schoolw33wMar 31, 2006w2500000.0w349132.0w497195
Superw34wApr 1, 2011w2500000.0w327716.0w593933
Fuelw35wNov 14, 2008w2500000.0w174255.0w174255
Valley of the Hearts Delightw36wApr 9, 2010w2500000.0w118666.0w118666
The Other End of the Linew37wOct 31, 2008w2500000.0w115504.0w507446
8: The Mormon Propositionw38wJun 18, 2010w2500000.0w100280.0w100280
Sleep Dealerw39wApr 17, 2009w2500000.0w80136.0w108907
Eye of the Dolphinw40wAug 24, 2007w2500000.0w72210.0w72260
Underdogsw41wAug 16, 2013w2500000.0w35017.0w1392649
Anatomiew42wSep 8, 2000w2500000.0w9598.0w9598
The Callingw43wDec 31, 2009w2500000.0w0.0w0
Alien Uprisingw44wJun 21, 2013w2500000.0w0.0w0
Christmas Mailw45wDec 31, 2010w2500000.0w0.0w0
Stungw46wJul 3, 2015w2500000.0w0.0w0
Sky Sharksw47wSep 1, 2017w2500000.0w0.0w0
8 Daysw48wOct 13, 2015w2500000.0w0.0w0
Antibirthw49wSep 2, 2016w2500000.0w0.0w0
The Rise of the Kraysw50wFeb 2, 2016w2500000.0w0.0w0
Not Safe For Workw51wDec 31, 2014w2500000.0w0.0w0
Go For It!w52wMay 13, 2011w2450000.0w180237.0w182358
Get on the Busw53wOct 16, 1996w2400000.0w5691854.0w5691854
Thr3ew54wJan 5, 2007w2400000.0w1008849.0w1420418
Idiocracyw55wSep 1, 2006w2400000.0w444093.0w500296
NiktÃ©w56wDec 31, 2009w2400000.0w0.0w1333891
"Always Woodstock"w57wNov 14, 2014w2400000.0w0.0w0
This is Englandw58wJul 25, 2007w2380000.0w327919.0w8739576
Bathing Beautyw59wJun 27, 1944w2361000.0w3500000.0w3500000
Do You Believe?w60wMar 20, 2015w2300000.0w12985600.0w14304931
"Show Boat"w61wJul 17, 1951w2300000.0w11000000.0w11000000
Dancer, Texas Pop. 81w62wMay 1, 1998w2300000.0w574838.0w574838
Fronteraw63wSep 5, 2014w2300000.0w59696.0w59696
Redemption Roadw64wAug 26, 2011w2300000.0w29384.0w29384
The Toxic Avenger Part IIw65wApr 15, 2015w2300000.0w0.0w0
Edenw66wJan 19, 2016w2300000.0w0.0w0
The Brave Little Toasterw67wJun 19, 1987w2300000.0w0.0w0
Pinocchiow68wFeb 9, 1940w2289247.0w84300000.0w84300000
Fantasiaw69wNov 13, 1940w2280000.0w83320000.0w83320000
Friday the 13th Part 3w70wAug 13, 1982w2250000.0w36690067.0w36690067
The French Connectionw71wOct 9, 1971w2200000.0w41158757.0w41158757
"Friday the 13th Part V: A New Beginning"w72wMar 22, 1985w2200000.0w21930418.0w21930418
The Last Sin Eaterw73wFeb 9, 2007w2200000.0w388390.0w388390
Impact Pointw74wDec 31, 2008w2200000.0w0.0w0
The Valley of Decisionw75wMay 3, 1945w2160000.0w9132000.0w9132000
Chicken Tikka Masalaw76wDec 31, 2005w2160000.0w0.0w37865
Jack Brooks: Monster Slayerw77wOct 7, 2008w2150000.0w0.0w0
The Best Years of Our Livesw78wNov 21, 1946w2100000.0w23600000.0w23600000
Bullyw79wJul 13, 2001w2100000.0w881824.0w1381824
Ellingw80wMay 29, 2002w2100000.0w313436.0w313436
Mi Americaw81wOct 16, 2016w2100000.0w3330.0w3330
[Rec]w82wJul 14, 2009w2100000.0w0.0w23266821
Infectedw83wDec 31, 2012w2100000.0w0.0w0
Lies in Plain Sightw84wDec 31, 2010w2100000.0w0.0w0
The Timberw85wOct 6, 2015w2100000.0w0.0w0
Sharkskinw86wJan 19, 2016w2100000.0w0.0w0
Courageousw87wSep 30, 2011w2000000.0w34522221.0w35185884
From Russia With Lovew88wApr 8, 1964w2000000.0w24800000.0w78900000
Mad Max 2: The Road Warriorw89wMay 21, 1982w2000000.0w24600832.0w24600832
Notoriousw90wAug 15, 1946w2000000.0w24464742.0w24464742
In the Heat of the Nightw91wAug 2, 1967w2000000.0w24379978.0w24407647
Sleeperw92wDec 17, 1973w2000000.0w18344729.0w18344729
"Everything You Always Wanted to Know"w93wAug 11, 1972w2000000.0w18016290.0w18016290
"It Follows"w94wMar 13, 2015w2000000.0w14674077.0w23250755
Eighth Gradew95wJul 13, 2018w2000000.0w13539710.0w14341016
To Kill A Mockingbirdw96wDec 25, 1962w2000000.0w13129846.0w13129846
Silent Housew97wMar 9, 2012w2000000.0w12739737.0w16610760
Boys Don't Cryw98wOct 8, 1999w2000000.0w11540607.0w20741000
Das Leben der Anderenw99wFeb 9, 2007w2000000.0w11284657.0w81197047
Hardcore Henryw100wApr 8, 2016w2000000.0w9252038.0w17187434
Lolitaw1wJun 13, 1962w2000000.0w9250000.0w9250000
"Boom Town"w2wAug 30, 1940w2000000.0w9172000.0w9172000
Gentleman's Agreementw3wNov 11, 1947w2000000.0w7800000.0w7800000
The Hustlerw4wSep 25, 1961w2000000.0w7600000.0w7600000
Witchboardw5wDec 31, 1986w2000000.0w7369373.0w7369373
Les Triplettes de Bellevillew6wNov 26, 2003w2000000.0w7301288.0w17403168
Smoke Signalsw7wJun 26, 1998w2000000.0w6719300.0w7756617
Winter's Bonew8wJun 11, 2010w2000000.0w6531503.0w16131551
Meet the Mormonsw9wOct 10, 2014w2000000.0w6047363.0w6049171
American Splendorw10wAug 15, 2003w2000000.0w6003587.0w8685632
The Florida Projectw11wOct 6, 2017w2000000.0w5904366.0w11295324
All Saintsw12wAug 25, 2017w2000000.0w5802208.0w5941994
Before Sunsetw13wJul 2, 2004w2000000.0w5792822.0w11217346
Amores Perrosw14wMar 30, 2001w2000000.0w5383834.0w20883834
Thirteenw15wAug 20, 2003w2000000.0w4601043.0w9505996
Touching the Voidw16wJan 23, 2004w2000000.0w4593598.0w15396525
Inside Jobw17wOct 8, 2010w2000000.0w4311834.0w7799257
Alexander's Ragtime Bandw18wMay 24, 1938w2000000.0w4000000.0w4000000
"Me and You and Everyone We Know"w19wJun 17, 2005w2000000.0w3885134.0w9615464
We Are Your Friendsw20wAug 28, 2015w2000000.0w3591417.0w10153415
Harsh Timesw21wNov 10, 2006w2000000.0w3337931.0w6225304
Ghost Dog: The Way of the Samuraiw22wMar 3, 2000w2000000.0w3330230.0w10672492
Captivew23wSep 18, 2015w2000000.0w2583301.0w2791973
Full Frontalw24wAug 2, 2002w2000000.0w2512846.0w3438804
Hearts Beat Loudw25wJun 8, 2018w2000000.0w2386254.0w2420962
The Resurrection of Gavin Stonew26wJan 20, 2017w2000000.0w2303792.0w2303792
"Waltz with Bashir"w27wDec 25, 2008w2000000.0w2283849.0w13912289
"Strangers with Candy"w28wJun 28, 2006w2000000.0w2072645.0w2077844
Night on Earthw29wMar 1, 1992w2000000.0w2015000.0w2022893
Nemesisw30wJan 29, 1993w2000000.0w2001124.0w2001124
Shortbusw31wOct 4, 2006w2000000.0w1985292.0w1985292
"Son of Rambow: A Home Movie"w32wMay 2, 2008w2000000.0w1785505.0w11263263
The Book of Mormon Movie, Volume 1: The Journeyw33wSep 12, 2003w2000000.0w1660865.0w1660865
Hamletw34wMay 12, 2000w2000000.0w1577287.0w2419669
The Diary of a Teenage Girlw35wAug 7, 2015w2000000.0w1477002.0w2279959
No End In Sightw36wJul 27, 2007w2000000.0w1433319.0w1433319
Lockew37wApr 25, 2014w2000000.0w1370646.0w2088390
Get Realw38wApr 30, 1999w2000000.0w1152411.0w1152411
"In the Shadow of the Moon"w39wSep 7, 2007w2000000.0w1134358.0w2175587
Meek's Cutoffw40wApr 8, 2011w2000000.0w977772.0w1869928
The Babadookw41wNov 28, 2014w2000000.0w950792.0w7482387
Inside Deep Throatw42wFeb 11, 2005w2000000.0w691880.0w691880
Dinner Rushw43wSep 28, 2001w2000000.0w638227.0w1075504
The Virginity Hitw44wSep 24, 2010w2000000.0w636706.0w636706
"Clockwatchers"w45wMay 15, 1998w2000000.0w537948.0w539961
"Subway"w46wNov 6, 1985w2000000.0w390659.0w1663296
House of Dw47wApr 15, 2005w2000000.0w388532.0w466106
Teethw48wJan 18, 2008w2000000.0w347578.0w2350641
"Stonewall"w49wJul 26, 1996w2000000.0w304602.0w304602
Sherrybabyw50wSep 8, 2006w2000000.0w199176.0w759504
The Last Five Yearsw51wFeb 13, 2015w2000000.0w147299.0w205298
Six-String Samuraiw52wSep 18, 1998w2000000.0w134624.0w134624
Hum to Mohabbt Karegaw53wMay 26, 2000w2000000.0w121807.0w121807
It's All Gone Pete Tongw54wApr 15, 2005w2000000.0w120620.0w2226603
Saint John of Las Vegasw55wJan 29, 2010w2000000.0w102645.0w102645
"24 7: Twenty Four Seven"w56wApr 15, 1998w2000000.0w72544.0w72544
Pumpw57wSep 19, 2014w2000000.0w72277.0w72277
Roadside Romeow58wOct 24, 2008w2000000.0w55202.0w2046090
Eurekaw59wMay 4, 2001w2000000.0w49388.0w76654
Lost Riverw60wApr 7, 2015w2000000.0w45431.0w2009644
This Thing of Oursw61wJul 18, 2003w2000000.0w37227.0w37227
Knock Knockw62wOct 9, 2015w2000000.0w36336.0w6328516
"Growing up Smith"w63wFeb 3, 2017w2000000.0w35312.0w35312
Super Capersw64wMar 20, 2009w2000000.0w30955.0w30955
Return of the Living Dead 3w65wJan 1, 1993w2000000.0w21000.0w21000
The Missing Personw66wNov 20, 2009w2000000.0w17896.0w17896
The First Timew67wOct 19, 2012w2000000.0w17061.0w17061
Londonw68wFeb 10, 2006w2000000.0w12667.0w12667
Circlew69wAug 27, 2010w2000000.0w10024.0w10024
Eden Lakew70wOct 31, 2008w2000000.0w7321.0w4294373
Jerusalemaw71wJun 11, 2010w2000000.0w7294.0w10679
Say Unclew72wJun 23, 2006w2000000.0w5361.0w5361
Plushw73wSep 13, 2013w2000000.0w3080.0w28864
The Ghastly Love of Johnny Xw74wOct 26, 2012w2000000.0w2436.0w2436
Lesbian Vampire Killersw75wDec 29, 2009w2000000.0w0.0w3620902
Grave Encountersw76wSep 9, 2011w2000000.0w0.0w2151887
"Bone Tomahawk"w77wOct 23, 2015w2000000.0w0.0w475846
Freeze Framew78wDec 10, 2004w2000000.0w0.0w105377
Stitchesw79wApr 1, 2013w2000000.0w0.0w63555
To Be Frank, Sinatra at 100w80wDec 31, 2015w2000000.0w0.0w926
Bananasw81wApr 28, 1971w2000000.0w0.0w0
Nine Deadw82wDec 31, 2009w2000000.0w0.0w0
No Man's Land: The Rise of Reekerw83wOct 14, 2008w2000000.0w0.0w0
"Rockaway"w84wJul 7, 2007w2000000.0w0.0w0
Wingsw85wAug 12, 1927w2000000.0w0.0w0
The Lady from Shanghaiw86wMar 17, 2015w2000000.0w0.0w0
Straight A'sw87wMar 19, 2013w2000000.0w0.0w0
The Legend of Hellâs Gate: An American Conspiracyw88wMar 30, 2012w2000000.0w0.0w0
"Highway"w89wDec 31, 2012w2000000.0w0.0w0
Small Apartmentsw90wFeb 8, 2013w2000000.0w0.0w0
"Coffee Town"w91wJul 9, 2013w2000000.0w0.0w0
Lucky Dogw92wDec 31, 2014w2000000.0w0.0w0
Pendulumw93wDec 31, 2001w2000000.0w0.0w0
A Funny Thing Happened on the Way to the Forumw94wOct 16, 1966w2000000.0w0.0w0
Slacker Uprisingw95wSep 23, 2008w2000000.0w0.0w0
The Walking Deceasedw96wMar 20, 2015w2000000.0w0.0w0
True Bromancew97wDec 31, 2011w2000000.0w0.0w0
"The Curse of Downers Grove"w98wAug 21, 2015w2000000.0w0.0w0
Wind Walkersw99wDec 31, 2015w2000000.0w0.0w0
The Dog Loverw100wJul 8, 2016w2000000.0w0.0w0
Shark Lakew1wDec 1, 2015w2000000.0w0.0w0
Buriedw2wSep 24, 2010w1987650.0w1044143.0w21270290
The Marine 4w3wApr 21, 2015w1950000.0w0.0w0
River's Edgew4wMay 8, 1987w1900000.0w4600000.0w4600000
Man on Wirew5wJul 25, 2008w1900000.0w2962242.0w5617067
"Nowhere Boy"w6wOct 8, 2010w1900000.0w1445366.0w7785229
Northforkw7wJul 11, 2003w1900000.0w1420578.0w1445140
Brotherly Lovew8wApr 24, 2015w1900000.0w478595.0w478595
Submarinew9wJun 3, 2011w1900000.0w467602.0w4581937
The Squarew10wApr 9, 2010w1900000.0w406216.0w740932
ABCD (Any Body Can Dance)w11wFeb 8, 2013w1900000.0w222098.0w10137234
Chacun sa nuitw12wJun 29, 2007w1900000.0w18435.0w139317
Strandedw13wJul 26, 2013w1900000.0w0.0w285593
Vaaluw14wDec 31, 2015w1900000.0w0.0w12444
The Last Exorcismw15wAug 27, 2010w1800000.0w41034350.0w70165900
Carriew16wNov 16, 1976w1800000.0w25878153.0w25878153
A Nightmare on Elm Streetw17wNov 9, 1984w1800000.0w25504513.0w25504513
Beasts of the Southern Wildw18wJun 27, 2012w1800000.0w12795746.0w23265132
Dr. Strangelovew19wJan 29, 1964w1800000.0w9164370.0w9230678
Battle for the Planet of the Apesw20wJan 1, 1973w1800000.0w8800000.0w8800000
A Streetcar Named Desirew21wSep 18, 1951w1800000.0w8000000.0w8000000
Hang 'em Highw22wAug 3, 1968w1800000.0w6800000.0w6800000
El crimen de padre Amarow23wNov 15, 2002w1800000.0w5719000.0w5719000
Songcatcherw24wJun 15, 2001w1800000.0w3050934.0w3050934
Higher Groundw25wAug 23, 2011w1800000.0w841056.0w842693
POM Wonderful Presents: The Greatest Movie Ever Soldw26wApr 22, 2011w1800000.0w638476.0w783733
Travellers and Magiciansw27wJan 7, 2005w1800000.0w506793.0w1322161
Ed and his Dead Motherw28wJan 1, 1993w1800000.0w673.0w673
Deadlinew29wDec 31, 2009w1800000.0w0.0w0
Sublimew30wMar 13, 2007w1800000.0w0.0w0
Dysfunctional Friendsw31wFeb 3, 2012w1800000.0w0.0w0
Independence Daysasterw32wDec 31, 2013w1800000.0w0.0w0
Against the Wildw33wMar 11, 2014w1800000.0w0.0w0
Beginnerâs Guide to Sexw34wOct 20, 2015w1800000.0w0.0w0
Lola renntw35wJun 18, 1999w1750000.0w7267324.0w22879194
Mayw36wFeb 7, 2003w1750000.0w145540.0w634803
I Spit on Your Gravew37wOct 8, 2010w1750000.0w93051.0w1278471
Living Dark: The Story of Ted the Caverw38wApr 23, 2019w1750000.0w0.0w0
In the Bedroomw39wNov 23, 2001w1700000.0w35930604.0w42137871
La misma lunaw40wMar 19, 2008w1700000.0w12590147.0w23271741
Conquest of the Planet of the Apesw41wJun 30, 1972w1700000.0w9700000.0w9700000
The Lunchboxw42wFeb 28, 2014w1700000.0w4231500.0w12231500
Grace Unpluggedw43wOct 4, 2013w1700000.0w2507159.0w2507159
Happy, Texasw44wOct 1, 1999w1700000.0w2039192.0w2891228
Saul fiaw45wDec 18, 2015w1700000.0w1777043.0w9696537
My Summer of Lovew46wJun 17, 2005w1700000.0w1000915.0w4727375
Yesw47wJun 24, 2005w1700000.0w396035.0w661221
Braidw48wFeb 1, 2019w1660000.0w0.0w80745
From Here to Eternityw49wAug 5, 1953w1650000.0w30500000.0w30500000
You Can't Take It With Youw50wSep 1, 1938w1644000.0w4000000.0w4000000
Foolishw51wApr 9, 1999w1600000.0w6026908.0w6026908
"She Wore a Yellow Ribbon"w52wJul 26, 1949w1600000.0w5400000.0w5400000
The Conversationw53wApr 7, 1974w1600000.0w4420000.0w4420000
N-Securew54wOct 15, 2010w1600000.0w2595644.0w2595644
Sukkar banatw55wFeb 1, 2008w1600000.0w1060591.0w14253760
Out of the Darkw56wDec 31, 1989w1600000.0w419428.0w419428
Bubblew57wJan 27, 2006w1600000.0w145382.0w145382
Dil Jo Bhi Kahey...w58wSep 23, 2005w1600000.0w129319.0w129319
Mississippi Mermaidw59wJan 15, 1999w1600000.0w27795.0w2627795
"Two Night Stand"w60wSep 26, 2014w1600000.0w15600.0w868081
I Love Your Workw61wNov 4, 2005w1600000.0w3264.0w3264
The Kingâs Thiefw62wAug 5, 1955w1577000.0w0.0w0
Insidiousw63wApr 1, 2011w1500000.0w54009150.0w99870886
Moonlightw64wOct 21, 2016w1500000.0w27854931.0w65245512
Cabin Feverw65wSep 12, 2003w1500000.0w21158188.0w30351664
Waitressw66wMay 2, 2007w1500000.0w19097550.0w22217183
Kickboxerw67wSep 8, 1989w1500000.0w14533681.0w14533681
Bloodsportw68wFeb 26, 1988w1500000.0w11806119.0w11806119
Mr. Smith Goes To Washingtonw69wOct 17, 1939w1500000.0w9000000.0w9000000
Unsanew70wMar 23, 2018w1500000.0w7690044.0w14244931
Kidsw71wJul 21, 1995w1500000.0w7412216.0w20412216
The Squid and the Whalew72wOct 5, 2005w1500000.0w7372734.0w11191423
Kissing Jessica Steinw73wMar 13, 2002w1500000.0w7025722.0w9345061
Spellboundw74wOct 31, 1945w1500000.0w7000000.0w7000000
"Dawn of the Dead"w75wApr 20, 1979w1500000.0w5100000.0w55000000
Exoticaw76wSep 23, 1994w1500000.0w5046118.0w5046118
The To Do Listw77wJul 26, 2013w1500000.0w3491669.0w4128828
The Gatekeepersw78wFeb 1, 2013w1500000.0w2408553.0w2592308
Buffalo '66w79wJun 26, 1998w1500000.0w2380606.0w2380606
Repo Manw80wMar 2, 1984w1500000.0w2300000.0w2300000
Iâm Not Ashamedw81wOct 21, 2016w1500000.0w2082980.0w2082980
Blood Simplew82wJan 18, 1985w1500000.0w1690913.0w2730877
Nueve Reinasw83wApr 19, 2002w1500000.0w1222889.0w12412889
The Lords of Salemw84wApr 19, 2013w1500000.0w1165881.0w1541131
31w85wOct 21, 2016w1500000.0w779820.0w922727
The Ballad of Jack and Rosew86wMar 25, 2005w1500000.0w712294.0w1126258
Unsulliedw87wApr 22, 2016w1500000.0w510957.0w510957
Killing Zoew88wAug 31, 1994w1500000.0w418953.0w418953
The Believerw89wMay 17, 2002w1500000.0w406035.0w1840248
"Snow Angels"w90wMar 7, 2008w1500000.0w402858.0w414404
Session 9w91wAug 10, 2001w1500000.0w378176.0w1619602
MOOZ-lumw92wFeb 11, 2011w1500000.0w362239.0w372239
I Want Someone To Eat Cheese Withw93wSep 5, 2007w1500000.0w194568.0w194568
Amigow94wAug 19, 2011w1500000.0w184705.0w184705
Hatchetw95wSep 7, 2007w1500000.0w175281.0w240396
My Name is Brucew96wOct 31, 2008w1500000.0w173066.0w173066
The Disappearance of Alice Creedw97wAug 6, 2010w1500000.0w166980.0w1605139
Modern Timesw98wFeb 5, 1936w1500000.0w163245.0w199747
The Salonw99wMay 11, 2007w1500000.0w139084.0w139084
The Squarew100wOct 25, 2013w1500000.0w124244.0w176262
Stolen Summerw1wMar 22, 2002w1500000.0w119841.0w119841
Road Hardw2wMar 6, 2015w1500000.0w113169.0w113169
Forty Shades of Bluew3wSep 28, 2005w1500000.0w75828.0w172569
Truckerw4wOct 9, 2009w1500000.0w52429.0w52429
Pontypoolw5wMay 29, 2009w1500000.0w3865.0w31916
Me, You and Five Bucksw6wSep 28, 2015w1500000.0w2105.0w2105
Houseboundw7wOct 17, 2014w1500000.0w0.0w236863
Teefa in Troublew8wJul 20, 2018w1500000.0w0.0w98806
"Wal-Mart: The High Cost of Low Price"w9wNov 4, 2005w1500000.0w0.0w58692
Closer to the Moonw10wApr 17, 2014w1500000.0w0.0w5396
Fetching Codyw11wMar 17, 2006w1500000.0w0.0w0
The Lion of Judahw12wJun 3, 2011w1500000.0w0.0w0
Once Upon a Time in Queensw13wNov 11, 2014w1500000.0w0.0w0
Girlhousew14wFeb 13, 2015w1500000.0w0.0w0
Mutant Worldw15wMay 26, 2015w1500000.0w0.0w0
#Horrorw16wNov 20, 2015w1500000.0w0.0w0
Checkmatew17wSep 8, 2015w1500000.0w0.0w0
"Snow White and the Seven Dwarfs"w18wDec 21, 1937w1488000.0w184925486.0w184925486
Shalakow19wJan 1, 1968w1455000.0w2620000.0w2620000
Werk ohne Autorw20wNov 30, 2018w1400000.0w1303747.0w4331152
Mustangw21wNov 20, 2015w1400000.0w845464.0w5552584
The Holy Girlw22wApr 29, 2005w1400000.0w304124.0w1261792
La chambre bleuew23wOct 3, 2014w1400000.0w260441.0w1945420
Incident at Loch Nessw24wSep 17, 2004w1400000.0w36830.0w56073
"Eddie: The Sleepwalking Cannibal"w25wApr 5, 2013w1400000.0w1632.0w1632
